analysis,seed,sigma,method,status,accuracy,selection_rate_g0,selection_rate_g1,di,fpr_g0,fpr_g1,fpr_gap,fair
noise,1,0.1,cert_tree,SAT,0.6422222222222222,0.463302752293578,0.5172413793103449,0.8957186544342507,0.3815028901734104,0.3246753246753247,0.05682756549808571,False
noise,1,0.2,cart,SAT,0.7755555555555556,0.0779816513761468,0.6551724137931034,0.11902462578464511,0.028901734104046242,0.38961038961038963,0.3607086555063434,False
noise,1,0.2,cart_group_threshold,SAT,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,1,0.2,cert_tree,SAT,0.6644444444444444,0.481651376146789,0.5344827586206896,0.9011541876294763,0.3930635838150289,0.2857142857142857,0.10734929810074323,False
noise,1,0.3,cart,SAT,0.7866666666666666,0.11009174311926606,0.6206896551724138,0.17737003058103976,0.046242774566473986,0.3116883116883117,0.2654455371218377,False
noise,1,0.3,cart_group_threshold,SAT,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,1,0.3,cert_tree,SAT,0.6577777777777778,0.46788990825688076,0.5431034482758621,0.8615115771079074,0.37572254335260113,0.33766233766233766,0.03806020569026347,True
noise,1,0.4,cart,SAT,0.7844444444444445,0.0963302752293578,0.6120689655172413,0.15738467502261277,0.046242774566473986,0.2857142857142857,0.2394715111478117,False
noise,1,0.4,cart_group_threshold,SAT,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,1,0.4,cert_tree,SAT,0.6777777777777778,0.42660550458715596,0.5689655172413793,0.749791492910759,0.35260115606936415,0.3116883116883117,0.04091284438105247,False
noise,2,0.0,cart,SAT,0.7933333333333333,0.12444444444444444,0.84,0.14814814814814814,0.05056179775280899,0.6470588235294118,0.5964970257766028,False
noise,2,0.0,cart_group_threshold,SAT,0.5466666666666666,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,2,0.0,cert_tree,SAT,0.6244444444444445,0.4711111111111111,0.6088888888888889,0.7737226277372262,0.37640449438202245,0.5441176470588235,0.16771315267680104,False
noise,2,0.05,cart,SAT,0.7955555555555556,0.1288888888888889,0.84,0.15343915343915343,0.05056179775280899,0.6470588235294118,0.5964970257766028,False
noise,2,0.05,cart_group_threshold,SAT,0.5466666666666666,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,2,0.05,cert_tree,SAT,0.6222222222222222,0.4888888888888889,0.6044444444444445,0.8088235294117647,0.39325842696629215,0.5294117647058824,0.1361533377395902,False
noise,2,0.1,cart,SAT,0.7822222222222223,0.13333333333333333,0.8533333333333334,0.15625,0.06741573033707865,0.6764705882352942,0.6090548578982156,False
noise,2,0.1,cart_group_threshold,SAT,0.5466666666666666,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,2,0.1,cert_tree,SAT,0.6288888888888889,0.4711111111111111,0.6,0.7851851851851852,0.3595505617977528,0.5588235294117647,0.19927296761401192,False
noise,2,0.2,cart,SAT,0.8,0.14666666666666667,0.8488888888888889,0.17277486910994763,0.07303370786516854,0.6176470588235294,0.5446133509583609,False
noise,2,0.2,cart_group_threshold,SAT,0.5466666666666666,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,2,0.2,cert_tree,SAT,0.6244444444444445,0.4711111111111111,0.5822222222222222,0.8091603053435115,0.37640449438202245,0.5,0.12359550561797755,False
noise,2,0.3,cart,SAT,0.7911111111111111,0.14666666666666667,0.8222222222222222,0.1783783783783784,0.06741573033707865,0.6176470588235294,0.5502313284864508,False
noise,2,0.3,cart_group_threshold,SAT,0.5466666666666666,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,2,0.3,cert_tree,SAT,0.6222222222222222,0.4666666666666667,0.6088888888888889,0.7664233576642335,0.38202247191011235,0.5294117647058824,0.14738929279577,False
noise,2,0.4,cart,SAT,0.8177777777777778,0.14222222222222222,0.8266666666666667,0.17204301075268819,0.03932584269662921,0.6029411764705882,0.563615333773959,False
noise,2,0.4,cart_group_threshold,SAT,0.5466666666666666,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,2,0.4,cert_tree,SAT,0.6177777777777778,0.5022222222222222,0.6444444444444445,0.7793103448275862,0.4101123595505618,0.5882352941176471,0.17812293456708528,False
noise,3,0.0,cart,SAT,0.7755555555555556,0.08979591836734693,0.751219512195122,0.119533527696793,0.023121387283236993,0.44285714285714284,0.41973575557390586,False
noise,3,0.0,cart_group_threshold,SAT,0.54,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,3,0.0,cert_tree,SAT,0.6155555555555555,0.4204081632653061,0.6,0.7006802721088435,0.31213872832369943,0.6,0.28786127167630055,False
noise,3,0.05,cart,SAT,0.7755555555555556,0.09795918367346938,0.751219512195122,0.1304002120328651,0.023121387283236993,0.45714285714285713,0.43402146985962015,False
noise,3,0.05,cart_group_threshold,SAT,0.54,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,3,0.05,cert_tree,SAT,0.6088888888888889,0.42857142857142855,0.6048780487804878,0.7085253456221198,0.3179190751445087,0.6285714285714286,0.3106523534269199,False
noise,3,0.1,cart,SAT,0.7733333333333333,0.09387755102040816,0.7707317073170732,0.12180315164040299,0.023121387283236993,0.4857142857142857,0.4625928984310487,False
noise,3,0.1,cart_group_threshold,SAT,0.54,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,3,0.1,cert_tree,SAT,0.6111111111111112,0.40816326530612246,0.6146341463414634,0.6640751538710723,0.31213872832369943,0.6142857142857143,0.3021469859620149,False
noise,3,0.2,cart,SAT,0.7666666666666667,0.09795918367346938,0.7609756097560976,0.12872841444270014,0.023121387283236993,0.5,0.476878612716763,False
noise,3,0.2,cart_group_threshold,SAT,0.54,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,3,0.2,cert_tree,SAT,0.6111111111111112,0.4448979591836735,0.6097560975609756,0.7296326530612245,0.32947976878612717,0.6285714285714286,0.2990916597853014,False
noise,3,0.3,cart,SAT,0.7844444444444445,0.10204081632653061,0.7170731707317073,0.14230181868665834,0.023121387283236993,0.38571428571428573,0.36259289843104875,False
noise,3,0.3,cart_group_threshold,SAT,0.54,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,3,0.3,cert_tree,SAT,0.6133333333333333,0.4122448979591837,0.6439024390243903,0.6402288188002474,0.31213872832369943,0.6571428571428571,0.3450041288191577,False
noise,3,0.4,cart,SAT,0.7666666666666667,0.09387755102040816,0.7073170731707317,0.13272343420126673,0.023121387283236993,0.4142857142857143,0.39116432700247733,False
noise,3,0.4,cart_group_threshold,SAT,0.54,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,3,0.4,cert_tree,SAT,0.6266666666666667,0.39183673469387753,0.6390243902439025,0.6131796229942358,0.2774566473988439,0.6571428571428571,0.37968620974401324,False
noise,4,0.0,cart,SAT,0.7955555555555556,0.07272727272727272,0.6956521739130435,0.10454545454545454,0.018072289156626505,0.36585365853658536,0.34778136937995885,False
noise,4,0.0,cart_group_threshold,SAT,0.5511111111111111,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,4,0.0,cert_tree,SAT,0.6177777777777778,0.4,0.4782608695652174,0.8363636363636364,0.3614457831325301,0.2926829268292683,0.06876285630326184,False
noise,4,0.05,cart,SAT,0.7955555555555556,0.07727272727272727,0.691304347826087,0.11177815894797026,0.018072289156626505,0.36585365853658536,0.34778136937995885,False
noise,4,0.05,cart_group_threshold,SAT,0.5511111111111111,0.0,0.0,1.0,0.0,0.0,0.0,True
noise,4,0.05,cert_tree,SAT,0.6244444444444445,0.4090909090909091,0.4652173913043478,0.879354290569244,0.3614457831325301,0.2682926829268293,0.09315310020570083,False
noise,4,0.1,cart,SAT,0.7977777777777778,0.08181818181818182,0.6826086956521739,0.11986103068905618,0.030120481927710843,0.32926829268292684,0.299147810755216,False
